Invoice_ID,Date,Customer_Name,Customer_ID,Region,Product,Category,Product_ID,Quantity,Unit_Price,Total_Amount
INV10020,01-01-2023 20:00,Amit Shah,3351,East,Microwave,Home Appliances,PID141,7,1560.11,10920.77
INV10021,01-01-2023 21:00,Sneha Kulkarni,3366,South,Washing Machine,Home Appliances,PID134,5,1850.24,9251.2
INV10022,01-01-2023 22:00,Karan Patel,3732,South,Jeans,Clothing,PID115,2,747.74,1495.48
INV10023,01-01-2023 23:00,Neha Rao,2029,North,Rice Cooker,Home Appliances,PID105,4,1010.9,4043.6
INV10024,02-01-2023 00:00,Sneha Kulkarni,2324,Central,Mobile Phone,Electronics,PID115,5,1147.05,5735.25
INV10025,02-01-2023 01:00,Arjun Desai,2881,Central,Jeans,Clothing,PID107,3,1652.76,4958.28
INV10026,02-01-2023 02:00,Ravi Mehta,1100,East,LED TV,Electronics,PID119,4,1329.54,5318.16
INV10027,02-01-2023 03:00,Ravi Mehta,1415,South,Laptop,Electronics,PID130,5,558.95,2794.75
INV10028,02-01-2023 04:00,Karan Patel,1963,West,Jeans,Clothing,PID119,1,2242.08,2242.08
INV10029,02-01-2023 05:00,Neha Rao,2383,East,LED TV,Electronics,PID108,3,974.55,2923.65
INV10030,02-01-2023 06:00,Arjun Desai,2154,North,LED TV,Electronics,PID129,9,1018.24,9164.16
INV10031,02-01-2023 07:00,Priya Singh,3942,North,Washing Machine,Home Appliances,PID112,9,2019.67,18177.03
INV10032,02-01-2023 08:00,Arjun Desai,3433,East,Jeans,Clothing,PID125,9,1385.1,12465.9
INV10033,02-01-2023 09:00,Priya Singh,2043,West,Microwave,Home Appliances,PID101,9,655.32,5897.88
INV10034,02-01-2023 10:00,Karan Patel,2746,South,Rice Cooker,Home Appliances,PID140,9,2294.89,20654.01
INV10035,02-01-2023 11:00,Karan Patel,3342,South,Rice Cooker,Home Appliances,PID144,4,2032.43,8129.72
INV10036,02-01-2023 12:00,Arjun Desai,1395,West,Mobile Phone,Electronics,PID145,7,1539.86,10779.02
INV10037,02-01-2023 13:00,Arjun Desai,2468,South,Mobile Phone,Electronics,PID123,1,1329.03,1329.03
INV10038,02-01-2023 14:00,Sneha Kulkarni,3339,Central,Laptop,Electronics,PID112,5,1720.89,8604.45
INV10039,02-01-2023 15:00,Ravi Mehta,4561,Central,Laptop,Electronics,PID115,2,966.05,1932.1
INV10040,02-01-2023 16:00,Karan Patel,1347,West,Washing Machine,Home Appliances,PID117,4,1765.84,7063.36
INV10041,02-01-2023 17:00,Amit Shah,2288,Central,Jeans,Clothing,PID115,9,191.91,1727.19
INV10042,02-01-2023 18:00,Sneha Kulkarni,1764,East,Laptop,Electronics,PID101,5,1059.46,5297.3
INV10043,02-01-2023 19:00,Ravi Mehta,1043,South,Jeans,Clothing,PID100,2,1581.84,3163.68
INV10044,02-01-2023 20:00,Sneha Kulkarni,1074,East,Microwave,Home Appliances,PID109,1,1591.34,1591.34
INV10045,02-01-2023 21:00,Ravi Mehta,1052,West,Mobile Phone,Electronics,PID124,2,271.3,542.6
INV10046,02-01-2023 22:00,Amit Shah,4357,Central,LED TV,Electronics,PID113,1,1827.1,1827.1
INV10047,02-01-2023 23:00,Ravi Mehta,4954,East,Mobile Phone,Electronics,PID116,3,303.4,910.2
INV10048,03-01-2023 00:00,Sneha Kulkarni,3113,East,Washing Machine,Home Appliances,PID117,8,1878,15024
INV10049,03-01-2023 01:00,Arjun Desai,1037,North,Jeans,Clothing,PID106,7,2288.79,16021.53
INV10050,03-01-2023 02:00,Ravi Mehta,1765,East,LED TV,Electronics,PID120,1,2440.79,2440.79
INV10051,03-01-2023 03:00,Sneha Kulkarni,4877,Central,T-Shirt,Clothing,PID128,3,1548.48,4645.44
INV10052,03-01-2023 04:00,Karan Patel,3464,South,T-Shirt,Clothing,PID126,7,1813.76,12696.32
INV10053,03-01-2023 05:00,Amit Shah,1710,South,Rice Cooker,Home Appliances,PID148,5,661.18,3305.9
INV10054,03-01-2023 06:00,Sneha Kulkarni,1747,South,LED TV,Electronics,PID103,6,998.82,5992.92
INV10055,03-01-2023 07:00,Priya Singh,2492,Central,Washing Machine,Home Appliances,PID111,5,129.31,646.55
INV10056,03-01-2023 08:00,Priya Singh,2078,South,LED TV,Electronics,PID121,8,2015.1,16120.8
INV10057,03-01-2023 09:00,Neha Rao,3891,South,Jeans,Clothing,PID139,1,1754.97,1754.97
INV10058,03-01-2023 10:00,Neha Rao,1115,West,Mobile Phone,Electronics,PID133,7,719.12,5033.84
INV10059,03-01-2023 11:00,Ravi Mehta,4668,West,T-Shirt,Clothing,PID125,9,1276.25,11486.25
INV10060,03-01-2023 12:00,Karan Patel,1278,North,Jeans,Clothing,PID127,9,1848.17,16633.53
INV10061,03-01-2023 13:00,Karan Patel,1453,North,Laptop,Electronics,PID118,3,1699.69,5099.07
INV10062,03-01-2023 14:00,Priya Singh,4213,East,T-Shirt,Clothing,PID130,4,869.49,3477.96
INV10063,03-01-2023 15:00,Ravi Mehta,1607,East,LED TV,Electronics,PID113,4,987.39,3949.56
INV10064,03-01-2023 16:00,Karan Patel,2072,East,LED TV,Electronics,PID122,8,470.15,3761.2
INV10065,03-01-2023 17:00,Karan Patel,1368,North,T-Shirt,Clothing,PID116,7,430.31,3012.17
INV10066,03-01-2023 18:00,Arjun Desai,1369,South,Rice Cooker,Home Appliances,PID122,8,1071.68,8573.44
INV10067,03-01-2023 19:00,Ravi Mehta,1300,East,Jeans,Clothing,PID116,5,1251.18,6255.9
INV10068,03-01-2023 20:00,Sneha Kulkarni,1716,South,Rice Cooker,Home Appliances,PID107,3,2381.67,7145.01
INV10069,03-01-2023 21:00,Priya Singh,2946,South,T-Shirt,Clothing,PID137,9,1313.03,11817.27
INV10070,03-01-2023 22:00,Neha Rao,1970,North,Microwave,Home Appliances,PID109,9,555.42,4998.78
INV10071,03-01-2023 23:00,Arjun Desai,2375,West,Washing Machine,Home Appliances,PID129,2,506.16,1012.32
INV10072,04-01-2023 00:00,Karan Patel,1194,West,Microwave,Home Appliances,PID106,8,928.62,7428.96
INV10073,04-01-2023 01:00,Arjun Desai,2328,Central,Jeans,Clothing,PID101,3,2305.13,6915.39
INV10074,04-01-2023 02:00,Arjun Desai,3297,West,T-Shirt,Clothing,PID146,9,2005.25,18047.25
INV10075,04-01-2023 03:00,Sneha Kulkarni,1257,East,Mobile Phone,Electronics,PID121,2,1285.19,2570.38
INV10076,04-01-2023 04:00,Sneha Kulkarni,4037,North,Washing Machine,Home Appliances,PID104,9,2393.88,21544.92
INV10077,04-01-2023 05:00,Sneha Kulkarni,2979,South,LED TV,Electronics,PID102,2,617.16,1234.32
INV10078,04-01-2023 06:00,Sneha Kulkarni,2473,North,Microwave,Home Appliances,PID108,7,1142.9,8000.3
INV10079,04-01-2023 07:00,Amit Shah,2894,Central,Microwave,Home Appliances,PID104,7,102.47,717.29
INV10080,04-01-2023 08:00,Amit Shah,3106,Central,LED TV,Electronics,PID119,8,2180.03,17440.24
INV10081,04-01-2023 09:00,Neha Rao,4292,Central,Washing Machine,Home Appliances,PID128,4,478.8,1915.2
INV10082,04-01-2023 10:00,Ravi Mehta,2595,South,Washing Machine,Home Appliances,PID105,4,2398.48,9593.92
INV10083,04-01-2023 11:00,Priya Singh,2557,Central,Rice Cooker,Home Appliances,PID103,8,1317.25,10538
INV10084,04-01-2023 12:00,Ravi Mehta,2880,Central,Washing Machine,Home Appliances,PID135,6,2485.48,14912.88
INV10085,04-01-2023 13:00,Arjun Desai,4433,Central,LED TV,Electronics,PID120,6,1399.15,8394.9
INV10086,04-01-2023 14:00,Amit Shah,3989,South,LED TV,Electronics,PID116,5,1193.06,5965.3
INV10087,04-01-2023 15:00,Ravi Mehta,4124,Central,Microwave,Home Appliances,PID114,3,1233.17,3699.51
INV10088,04-01-2023 16:00,Ravi Mehta,1786,East,T-Shirt,Clothing,PID126,2,2105.85,4211.7
INV10089,04-01-2023 17:00,Sneha Kulkarni,3608,North,Microwave,Home Appliances,PID138,8,969.66,7757.28
INV10090,04-01-2023 18:00,Karan Patel,4023,Central,LED TV,Electronics,PID118,1,2147.99,2147.99
INV10091,04-01-2023 19:00,Amit Shah,1528,Central,LED TV,Electronics,PID142,1,2227.26,2227.26
INV10092,04-01-2023 20:00,Amit Shah,1497,North,LED TV,Electronics,PID102,5,793.23,3966.15
INV10093,04-01-2023 21:00,Ravi Mehta,3686,Central,Jeans,Clothing,PID127,5,2324.4,11622
INV10094,04-01-2023 22:00,Karan Patel,4068,Central,Jeans,Clothing,PID146,2,557.49,1114.98
INV10095,04-01-2023 23:00,Ravi Mehta,3202,East,Jeans,Clothing,PID121,7,2083.73,14586.11
INV10096,05-01-2023 00:00,Priya Singh,4050,West,Washing Machine,Home Appliances,PID148,1,504.94,504.94
INV10097,05-01-2023 01:00,Amit Shah,2810,South,LED TV,Electronics,PID105,4,1822.52,7290.08
INV10098,05-01-2023 02:00,Sneha Kulkarni,4818,South,Microwave,Home Appliances,PID130,4,2441.48,9765.92
INV10099,05-01-2023 03:00,Sneha Kulkarni,2513,North,Microwave,Home Appliances,PID104,2,282.7,565.4
INV10100,05-01-2023 04:00,Sneha Kulkarni,3845,East,Jeans,Clothing,PID112,3,571.23,1713.69
INV10101,05-01-2023 05:00,Neha Rao,3125,South,Washing Machine,Home Appliances,PID148,2,947.34,1894.68
INV10102,05-01-2023 06:00,Neha Rao,4245,North,Mobile Phone,Electronics,PID133,6,964.3,5785.8
INV10103,05-01-2023 07:00,Amit Shah,4689,North,T-Shirt,Clothing,PID149,2,537.16,1074.32
INV10104,05-01-2023 08:00,Amit Shah,1319,North,T-Shirt,Clothing,PID109,7,1292.5,9047.5
INV10105,05-01-2023 09:00,Sneha Kulkarni,4103,South,Laptop,Electronics,PID139,6,1997.74,11986.44
INV10106,05-01-2023 10:00,Arjun Desai,4990,West,Mobile Phone,Electronics,PID139,2,2026.34,4052.68
INV10107,05-01-2023 11:00,Amit Shah,4363,North,Rice Cooker,Home Appliances,PID149,3,1218.9,3656.7
INV10108,05-01-2023 12:00,Sneha Kulkarni,3569,Central,Mobile Phone,Electronics,PID143,8,852.43,6819.44
INV10109,05-01-2023 13:00,Priya Singh,4386,West,Laptop,Electronics,PID127,1,680.01,680.01
INV10110,05-01-2023 14:00,Priya Singh,1613,West,Microwave,Home Appliances,PID120,9,1817.24,16355.16
INV10111,05-01-2023 15:00,Priya Singh,1629,Central,Washing Machine,Home Appliances,PID136,2,304.58,609.16
INV10112,05-01-2023 16:00,Ravi Mehta,3716,South,Laptop,Electronics,PID135,8,1408.72,11269.76
INV10113,05-01-2023 17:00,Ravi Mehta,4338,South,Washing Machine,Home Appliances,PID127,8,1399.5,11196
INV10114,05-01-2023 18:00,Karan Patel,2445,East,Mobile Phone,Electronics,PID112,8,370.66,2965.28
INV10115,05-01-2023 19:00,Karan Patel,1244,South,Laptop,Electronics,PID135,4,1230.93,4923.72
INV10116,05-01-2023 20:00,Karan Patel,3638,East,Rice Cooker,Home Appliances,PID100,2,699.41,1398.82
INV10117,05-01-2023 21:00,Priya Singh,3719,North,Mobile Phone,Electronics,PID142,2,499.69,999.38
INV10118,05-01-2023 22:00,Priya Singh,4162,South,Laptop,Electronics,PID108,7,296.9,2078.3
INV10119,05-01-2023 23:00,Priya Singh,1869,South,T-Shirt,Clothing,PID148,1,563.99,563.99
INV10120,06-01-2023 00:00,Amit Shah,2459,Central,Laptop,Electronics,PID119,2,1647.77,3295.54
INV10121,06-01-2023 01:00,Amit Shah,3688,North,LED TV,Electronics,PID142,3,1850.41,5551.23
INV10122,06-01-2023 02:00,Priya Singh,4560,East,T-Shirt,Clothing,PID141,7,648.51,4539.57
INV10123,06-01-2023 03:00,Sneha Kulkarni,1013,North,Jeans,Clothing,PID116,8,1477.02,11816.16
INV10124,06-01-2023 04:00,Karan Patel,3946,West,Rice Cooker,Home Appliances,PID102,4,991.83,3967.32
INV10125,06-01-2023 05:00,Ravi Mehta,3333,Central,T-Shirt,Clothing,PID131,4,1399.79,5599.16
INV10126,06-01-2023 06:00,Karan Patel,1670,West,Jeans,Clothing,PID134,1,690.87,690.87
INV10127,06-01-2023 07:00,Sneha Kulkarni,1640,East,Mobile Phone,Electronics,PID105,1,210.25,210.25
INV10128,06-01-2023 08:00,Neha Rao,1685,South,Mobile Phone,Electronics,PID105,7,884.44,6191.08
INV10129,06-01-2023 09:00,Amit Shah,4469,South,Rice Cooker,Home Appliances,PID124,9,485.63,4370.67
INV10130,06-01-2023 10:00,Arjun Desai,1931,South,Mobile Phone,Electronics,PID127,2,1862.24,3724.48
INV10131,06-01-2023 11:00,Priya Singh,2709,East,LED TV,Electronics,PID138,9,1852.93,16676.37
INV10132,06-01-2023 12:00,Amit Shah,2974,West,Rice Cooker,Home Appliances,PID100,7,274.54,1921.78
INV10133,06-01-2023 13:00,Amit Shah,1931,East,LED TV,Electronics,PID139,8,1052.16,8417.28
INV10134,06-01-2023 14:00,Sneha Kulkarni,4498,East,Mobile Phone,Electronics,PID115,5,322.87,1614.35
INV10135,06-01-2023 15:00,Amit Shah,2011,West,LED TV,Electronics,PID119,1,1815.62,1815.62
INV10136,06-01-2023 16:00,Amit Shah,2384,South,Laptop,Electronics,PID123,8,144.03,1152.24
INV10137,06-01-2023 17:00,Arjun Desai,1042,Central,Laptop,Electronics,PID114,3,1151.25,3453.75
INV10138,06-01-2023 18:00,Karan Patel,1910,East,Laptop,Electronics,PID109,5,465.82,2329.1
INV10139,06-01-2023 19:00,Karan Patel,2317,East,Jeans,Clothing,PID111,7,1695.68,11869.76
INV10140,06-01-2023 20:00,Neha Rao,2368,West,Laptop,Electronics,PID136,7,613.5,4294.5
INV10141,06-01-2023 21:00,Sneha Kulkarni,3859,Central,T-Shirt,Clothing,PID134,7,1076,7532
INV10142,06-01-2023 22:00,Arjun Desai,2019,East,Jeans,Clothing,PID126,2,112.16,224.32
INV10143,06-01-2023 23:00,Priya Singh,3668,North,Laptop,Electronics,PID112,2,2473.4,4946.8
INV10144,07-01-2023 00:00,Arjun Desai,4313,Central,Mobile Phone,Electronics,PID129,3,1909.83,5729.49
INV10145,07-01-2023 01:00,Karan Patel,4126,East,Jeans,Clothing,PID102,6,494.57,2967.42
INV10146,07-01-2023 02:00,Arjun Desai,1566,Central,LED TV,Electronics,PID134,2,1165,2330
INV10147,07-01-2023 03:00,Neha Rao,4917,North,Microwave,Home Appliances,PID147,7,1295.79,9070.53
INV10148,07-01-2023 04:00,Amit Shah,4799,North,Jeans,Clothing,PID111,9,642.34,5781.06
INV10149,07-01-2023 05:00,Neha Rao,2465,Central,Rice Cooker,Home Appliances,PID149,9,303.9,2735.1
INV10150,07-01-2023 06:00,Neha Rao,1106,South,Washing Machine,Home Appliances,PID128,2,1466.72,2933.44
INV10151,07-01-2023 07:00,Ravi Mehta,2336,Central,Jeans,Clothing,PID129,8,2104.28,16834.24
INV10152,07-01-2023 08:00,Karan Patel,2207,West,Laptop,Electronics,PID121,8,1472.35,11778.8
INV10153,07-01-2023 09:00,Neha Rao,4201,South,Laptop,Electronics,PID116,8,1613.85,12910.8
INV10154,07-01-2023 10:00,Neha Rao,4570,North,Laptop,Electronics,PID126,2,1517.82,3035.64
INV10155,07-01-2023 11:00,Ravi Mehta,3683,South,LED TV,Electronics,PID121,3,1195.48,3586.44
INV10156,07-01-2023 12:00,Priya Singh,3465,North,Mobile Phone,Electronics,PID148,4,453.51,1814.04
INV10157,07-01-2023 13:00,Amit Shah,1048,North,Rice Cooker,Home Appliances,PID148,6,585.68,3514.08
INV10158,07-01-2023 14:00,Karan Patel,3367,North,Jeans,Clothing,PID106,2,886.62,1773.24
INV10159,07-01-2023 15:00,Arjun Desai,1252,West,LED TV,Electronics,PID145,5,805.87,4029.35
INV10160,07-01-2023 16:00,Priya Singh,4926,West,Washing Machine,Home Appliances,PID110,9,1351.83,12166.47
INV10161,07-01-2023 17:00,Arjun Desai,4463,East,Jeans,Clothing,PID115,6,1109.95,6659.7
INV10162,07-01-2023 18:00,Arjun Desai,4140,West,Microwave,Home Appliances,PID135,8,1628.52,13028.16
INV10163,07-01-2023 19:00,Sneha Kulkarni,4513,North,Laptop,Electronics,PID121,2,2116.8,4233.6
INV10164,07-01-2023 20:00,Priya Singh,3524,Central,LED TV,Electronics,PID139,4,217.87,871.48
INV10165,07-01-2023 21:00,Sneha Kulkarni,3877,South,LED TV,Electronics,PID136,6,1209.77,7258.62
INV10166,07-01-2023 22:00,Sneha Kulkarni,2400,Central,Jeans,Clothing,PID102,4,617.55,2470.2
INV10167,07-01-2023 23:00,Karan Patel,3611,North,Microwave,Home Appliances,PID134,9,2284.54,20560.86
INV10168,08-01-2023 00:00,Ravi Mehta,2568,Central,LED TV,Electronics,PID148,2,1406.68,2813.36
INV10169,08-01-2023 01:00,Sneha Kulkarni,2555,South,LED TV,Electronics,PID137,7,2222.05,15554.35
INV10170,08-01-2023 02:00,Amit Shah,1740,East,LED TV,Electronics,PID141,9,1708.79,15379.11
INV10171,08-01-2023 03:00,Karan Patel,3234,East,T-Shirt,Clothing,PID140,2,424.64,849.28
INV10172,08-01-2023 04:00,Neha Rao,1699,West,Jeans,Clothing,PID137,6,2132.27,12793.62
INV10173,08-01-2023 05:00,Neha Rao,1702,Central,Laptop,Electronics,PID123,2,861.87,1723.74
INV10174,08-01-2023 06:00,Sneha Kulkarni,3159,West,Microwave,Home Appliances,PID133,5,1884.54,9422.7
INV10175,08-01-2023 07:00,Karan Patel,2207,West,LED TV,Electronics,PID134,8,1320.32,10562.56
INV10176,08-01-2023 08:00,Amit Shah,1292,Central,T-Shirt,Clothing,PID110,3,1852.48,5557.44
INV10177,08-01-2023 09:00,Karan Patel,1955,Central,LED TV,Electronics,PID114,5,1366.14,6830.7
INV10178,08-01-2023 10:00,Arjun Desai,1873,South,Mobile Phone,Electronics,PID113,3,2327.08,6981.24
INV10179,08-01-2023 11:00,Karan Patel,3408,Central,Microwave,Home Appliances,PID144,3,1324.3,3972.9
INV10180,08-01-2023 12:00,Arjun Desai,1501,Central,Rice Cooker,Home Appliances,PID116,1,245.69,245.69
INV10181,08-01-2023 13:00,Neha Rao,4031,West,T-Shirt,Clothing,PID120,2,1185.35,2370.7
INV10182,08-01-2023 14:00,Sneha Kulkarni,4378,East,Rice Cooker,Home Appliances,PID127,7,2421.9,16953.3
INV10183,08-01-2023 15:00,Priya Singh,2820,North,Microwave,Home Appliances,PID142,4,1995.04,7980.16
INV10184,08-01-2023 16:00,Karan Patel,4810,East,Washing Machine,Home Appliances,PID137,1,1615.71,1615.71
INV10185,08-01-2023 17:00,Sneha Kulkarni,1648,Central,Mobile Phone,Electronics,PID121,4,463.12,1852.48
INV10186,08-01-2023 18:00,Neha Rao,1085,North,Laptop,Electronics,PID133,9,539.58,4856.22
INV10187,08-01-2023 19:00,Amit Shah,4027,Central,Rice Cooker,Home Appliances,PID100,8,1833.64,14669.12
INV10188,08-01-2023 20:00,Arjun Desai,1295,South,T-Shirt,Clothing,PID122,6,1853.59,11121.54
INV10189,08-01-2023 21:00,Amit Shah,4523,Central,Mobile Phone,Electronics,PID131,6,996.04,5976.24
INV10190,08-01-2023 22:00,Priya Singh,4242,North,Rice Cooker,Home Appliances,PID103,2,2486.84,4973.68
INV10191,08-01-2023 23:00,Amit Shah,2379,South,Jeans,Clothing,PID140,5,1759.51,8797.55
INV10192,09-01-2023 00:00,Sneha Kulkarni,2483,North,Rice Cooker,Home Appliances,PID142,9,2246.78,20221.02
INV10193,09-01-2023 01:00,Priya Singh,1278,South,Mobile Phone,Electronics,PID105,8,211.16,1689.28
INV10194,09-01-2023 02:00,Arjun Desai,4942,West,Jeans,Clothing,PID115,4,1596.58,6386.32
INV10195,09-01-2023 03:00,Neha Rao,1251,North,Mobile Phone,Electronics,PID109,7,1898.88,13292.16
INV10196,09-01-2023 04:00,Sneha Kulkarni,2031,West,Mobile Phone,Electronics,PID134,9,2013.63,18122.67
INV10197,09-01-2023 05:00,Neha Rao,1585,West,Washing Machine,Home Appliances,PID123,5,1713.77,8568.85
INV10198,09-01-2023 06:00,Neha Rao,2343,Central,T-Shirt,Clothing,PID109,2,1554.22,3108.44
INV10199,09-01-2023 07:00,Priya Singh,2174,East,Microwave,Home Appliances,PID111,2,1890.7,3781.4
INV10200,09-01-2023 08:00,Priya Singh,1604,South,Jeans,Clothing,PID132,8,192.47,1539.76
INV10201,09-01-2023 09:00,Sneha Kulkarni,3423,North,Laptop,Electronics,PID126,8,1903.21,15225.68
INV10202,09-01-2023 10:00,Priya Singh,4436,West,Microwave,Home Appliances,PID124,8,891.04,7128.32
INV10203,09-01-2023 11:00,Sneha Kulkarni,3655,Central,LED TV,Electronics,PID109,5,1926.47,9632.35
INV10204,09-01-2023 12:00,Amit Shah,3487,North,Rice Cooker,Home Appliances,PID124,2,1964.99,3929.98
INV10205,09-01-2023 13:00,Arjun Desai,3189,Central,Laptop,Electronics,PID131,8,763.8,6110.4
INV10206,09-01-2023 14:00,Amit Shah,1591,North,Mobile Phone,Electronics,PID141,4,1816.43,7265.72
INV10207,09-01-2023 15:00,Arjun Desai,4942,Central,Laptop,Electronics,PID125,9,889.43,8004.87
INV10208,09-01-2023 16:00,Karan Patel,2775,Central,Mobile Phone,Electronics,PID103,6,1839.43,11036.58
INV10209,09-01-2023 17:00,Ravi Mehta,4856,East,Mobile Phone,Electronics,PID108,7,555.68,3889.76
INV10210,09-01-2023 18:00,Ravi Mehta,3067,West,LED TV,Electronics,PID126,3,286.41,859.23
INV10211,09-01-2023 19:00,Amit Shah,4954,South,Washing Machine,Home Appliances,PID108,2,1511.77,3023.54
INV10212,09-01-2023 20:00,Karan Patel,1011,South,T-Shirt,Clothing,PID143,2,563.38,1126.76
INV10213,09-01-2023 21:00,Ravi Mehta,2992,North,Washing Machine,Home Appliances,PID125,3,2247.15,6741.45
INV10214,09-01-2023 22:00,Sneha Kulkarni,3683,North,LED TV,Electronics,PID110,7,479.9,3359.3
INV10215,09-01-2023 23:00,Sneha Kulkarni,1121,East,Rice Cooker,Home Appliances,PID137,8,1556.93,12455.44
INV10216,10-01-2023 00:00,Priya Singh,4911,North,Laptop,Electronics,PID131,4,1773.27,7093.08
INV10217,10-01-2023 01:00,Ravi Mehta,1424,South,Jeans,Clothing,PID129,3,106.08,318.24
INV10218,10-01-2023 02:00,Neha Rao,3276,West,LED TV,Electronics,PID138,7,2186.83,15307.81
INV10219,10-01-2023 03:00,Sneha Kulkarni,3644,East,Microwave,Home Appliances,PID108,3,1844.09,5532.27
INV10220,10-01-2023 04:00,Ravi Mehta,4999,North,Mobile Phone,Electronics,PID110,8,1946.85,15574.8
INV10221,10-01-2023 05:00,Priya Singh,3980,East,Microwave,Home Appliances,PID122,4,235.15,940.6
INV10222,10-01-2023 06:00,Amit Shah,1877,East,Rice Cooker,Home Appliances,PID116,8,945.02,7560.16
INV10223,10-01-2023 07:00,Karan Patel,1785,East,Washing Machine,Home Appliances,PID131,2,1641.52,3283.04
INV10224,10-01-2023 08:00,Neha Rao,3076,North,Washing Machine,Home Appliances,PID110,8,649.41,5195.28
INV10225,10-01-2023 09:00,Priya Singh,3182,Central,Laptop,Electronics,PID121,8,2096.73,16773.84
INV10226,10-01-2023 10:00,Priya Singh,2575,North,Jeans,Clothing,PID149,3,1079.89,3239.67
INV10227,10-01-2023 11:00,Priya Singh,1100,North,Microwave,Home Appliances,PID131,2,2022.61,4045.22
INV10228,10-01-2023 12:00,Karan Patel,1375,North,LED TV,Electronics,PID108,7,2202.74,15419.18
INV10229,10-01-2023 13:00,Sneha Kulkarni,1645,North,Rice Cooker,Home Appliances,PID116,9,1241.19,11170.71
INV10230,10-01-2023 14:00,Ravi Mehta,4987,North,Mobile Phone,Electronics,PID124,1,645.25,645.25
INV10231,10-01-2023 15:00,Amit Shah,4382,East,Microwave,Home Appliances,PID115,5,1014.65,5073.25
INV10232,10-01-2023 16:00,Arjun Desai,4511,East,Mobile Phone,Electronics,PID145,3,1298.56,3895.68
INV10233,10-01-2023 17:00,Amit Shah,2864,North,Jeans,Clothing,PID132,9,1192.7,10734.3
INV10234,10-01-2023 18:00,Neha Rao,3740,West,Laptop,Electronics,PID101,8,111.21,889.68
INV10235,10-01-2023 19:00,Karan Patel,4528,West,Microwave,Home Appliances,PID142,9,302.78,2725.02
INV10236,10-01-2023 20:00,Amit Shah,3247,Central,Jeans,Clothing,PID138,9,1195.02,10755.18
INV10237,10-01-2023 21:00,Neha Rao,1720,West,Laptop,Electronics,PID141,3,1148.5,3445.5
INV10238,10-01-2023 22:00,Neha Rao,2623,South,Laptop,Electronics,PID111,7,2236.1,15652.7
INV10239,10-01-2023 23:00,Karan Patel,3023,South,Microwave,Home Appliances,PID142,5,764.07,3820.35
INV10240,11-01-2023 00:00,Karan Patel,4196,West,Rice Cooker,Home Appliances,PID133,6,2445.7,14674.2
INV10241,11-01-2023 01:00,Ravi Mehta,1470,North,LED TV,Electronics,PID124,8,2434.05,19472.4
INV10242,11-01-2023 02:00,Ravi Mehta,2952,West,LED TV,Electronics,PID113,8,552.26,4418.08
INV10243,11-01-2023 03:00,Karan Patel,2045,South,Rice Cooker,Home Appliances,PID108,7,158.73,1111.11
INV10244,11-01-2023 04:00,Ravi Mehta,3097,West,Mobile Phone,Electronics,PID129,1,574.7,574.7
